id,label,dateOfBirth,dateOfDeath,countryOfCitizenshipISO,harvardIndex,bionomia,authorAbbrv,aliases,firstName,lastName
Q21339154,Elisabeth Tschermak-Woess,1917.0,2001.0,AT,61340.0,,Tscherm.-Woess,Tscherm.-Woess,Elisabeth,Tschermak-Woess
Q21339155,Petrus Kornuch-Trotzky,1803.0,1877.0,,62483.0,,Korn.-Trotzky,"Korn.-Trotzky, Peter Kornuch-Trotzky",Petrus,Kornuch-Trotzky
Q21339156,Randall T. Schuh,1943.0,,US,,0000-0002-0713-1367,,"R. T. Schuh, Randall Schuh, Randall Tobias Schuh, Schuh, Toby Schuh",Randall,Schuh
Q21339157,Siegfried Huneck,1928.0,2011.0,DE,67970.0,Q21339157,Huneck,Huneck,Siegfried,Huneck
Q21339161,Christian Leuckert,1930.0,2011.0,DE,30675.0,Q21339161,Leuckert,Leuckert,Christian,Leuckert
Q21339162,Heinz Wermuth,1918.0,2002.0,,,Q21339162,,"Heinz Fritz Wermuth, H. F. Wermuth, H. Wermuth",Heinz,Wermuth
Q21339164,Ferdinand Joseph Georges Alexandre Clauzade,1914.0,2002.0,FR,78958.0,Q21339164,Clauzade,"F.J.Georges A. Clauzade, Clauzade, Georges A. Clauzade, Georges Clauzade, F.J. Georges A. Clauzade",Ferdinand,Clauzade
Q21339167,Marie-Agnès Letrouit-Galinou,1931.0,,FR,76780.0,,Letr.-Gal.,"Marie-Agnes Letrouit-Galinou, Letr.-Gal.",Marie-Agnès,Letrouit-Galinou
Q21339171,John Alan Elix,1941.0,,AU,93027.0,,Elix,"John Elix, Jack Elix, Elix, John A. Elix, J.A. Elix",John,Elix
Q21339174,Kerry Knudsen,1950.0,,US,88408.0,,K.Knudsen,"K.Knudsen, Kerry Kent Knudsen",Kerry,Knudsen
Q21339178,James Colin Lendemer,1984.0,,US,47514.0,0000-0003-1186-0711,Lendemer,"Lendemer, James C. Lendemer, James Lendemer",James,Lendemer
Q21339180,Logan Catherine Hudson,1941.0,2019.0,NZ,,Q21339180,,"Hudson, Logan Hudson, L. C. Hudson, L.C. Hudson, LC Hudson, L Hudson, L. Hudson, Logan H. Paul, Logan C. Hudson",Logan,Hudson
Q21339181,Alan Michael Fryday,1948.0,,,5166.0,,Fryday,"Fryday, Alan Fryday, Alan M. Fryday",Alan,Fryday
Q21339183,Christine Melanie Wilmot-Dear,1952.0,,GB,72128.0,,Wilmot-Dear,"Wilmot-Dear, C. M. Wilmot-Dear",Christine,Wilmot-Dear
Q21339184,Bruce Pettit McCune,1952.0,,US,40605.0,,McCune,"McCune, Bruce McCune, B. McCune, B.P. McCune",Bruce,McCune
Q21339188,François Lutzoni,,,,,,Lutzoni,"François M. Lutzoni, Lutzoni",François,Lutzoni
Q21339191,Soili Kristina Stenroos,1958.0,,FI,93546.0,,S.Stenroos,"S.Stenroos, Soili Stenroos, Stenroos S, S. Stenroos, S.K. Stenroos",Soili,Stenroos
Q21339194,Charis Cobane Bratt,,,,92548.0,,,Charis Bratt,Charis,Bratt
Q21339198,Roger Rosentreter,1951.0,,,93467.0,,Rosentr.,"Rosentreter, Rosentr., Roger Dale Rosentreter",Roger,Rosentreter
Q21339201,Douglas M. Ladd,,,,21489.0,,Ladd,Ladd,Douglas,Ladd
Q21339208,Trevor Goward,1952.0,,GB,35627.0,,Goward,Goward,Trevor,Goward
Q21339210,Johannes Lütkemüller,1850.0,1913.0,,47809.0,,Lütkem.,Lütkem.,Johannes,Lütkemüller
Q21339211,Sharon P. Gowan,,,,7317.0,,Gowan,Gowan,Sharon,Gowan
Q21339215,Elisabeth Lay,,,,92368.0,,E.Lay,E.Lay,Elisabeth,Lay
Q21339218,Christian Printzen,1962.0,,DE,117100.0,,Printzen,Printzen,Christian,Printzen
Q21339223,Pier Luigi Nimis,1953.0,,IT,15716.0,,Nimis,"Nimis, Nimis, Pier Luigi",Pier,Nimis
Q21339226,Matthew L. Buffington,,,US,,0000-0003-1900-3861,,"Buffington, Matthew Buffington",Matthew,Buffington
Q21339228,Helmut Mayrhofer,1953.0,,AT,,,H.Mayrhofer,H.Mayrhofer,Helmut,Mayrhofer
Q21339231,Mark William Bierner,1946.0,,,5366.0,,Bierner,Bierner,Mark,Bierner
Q21339232,Arne Thell,1966.0,,FI,69481.0,,A.Thell,A.Thell,Arne,Thell
Q21339235,Ingvar Kärnefelt,1944.0,,SE,42800.0,,Kärnefelt,"Kärnefelt, Jan Eric Ingvar Kärnefelt",Ingvar,Kärnefelt
Q21339238,Teresa Iturriaga de Capiello,1955.0,,VE,27534.0,,Iturr.,"(M.) Teresita Iturriaga de Capiello, Iturr.",Teresa,Capiello
Q21339242,Einar Timdal,1957.0,,NO,6808.0,0000-0003-4524-0617,Timdal,Timdal,Einar,Timdal
Q21339243,Mikhail Petrovich Zhurbenko,1958.0,,RU,76090.0,,Zhurb.,"Mikhail P. Zhurbenko, Zhurb., Mikhail P Zhurbenko, Mikhail Zhurbenko",Mikhail,Zhurbenko
Q21339245,Hannes Hertel,1939.0,,DE,48541.0,,Hertel,,Hannes,Hertel
Q21339246,Mariette S. Cole,1949.0,,US,41272.0,,M.S.Cole,"Mariette Cole, M.S.Cole, M. S. Cole",Mariette,Cole
Q21339248,Tor Tønsberg,1948.0,,NO,97615.0,,Tønsberg,Tønsberg,Tor,Tønsberg
Q21339252,Gotthard Schneider,1948.0,,DE,,,Gotth.Schneid.,Gotth.Schneid.,Gotthard,Schneider
Q21339263,Ron Buckley,,,US,,,R.Buckley,R.Buckley,Ron,Buckley
Q21339265,Lars Hedenäs,1957.0,,SE,24043.0,,Hedenäs,Hedenäs,Lars,Hedenäs
Q21339269,Shu Hua Huang,1938.0,,,63107.0,,S.H.Huang,S.H.Huang,Shu,Huang
Q21339272,Vladimir Petrovic Maleev,1894.0,1941.0,,73849.0,,Maleev,Maleev,Vladimir,Maleev
Q21339279,Knud Paludan,1908.0,1988.0,,25102.0,Q21339279,,,Knud,Paludan
Q21339293,Walter Siehe,1859.0,1928.0,,19215.0,Q21339293,Siehe,Siehe,Walter,Siehe
Q21339304,Matthias Schultz,1972.0,,DE,88740.0,,M.Schultz,M.Schultz,Matthias,Schultz
Q21339306,Julien Herbert Auguste Jules Harmand,1844.0,1915.0,FR,252.0,Q21339306,Harm.,Harm.,Julien,Harmand
Q21339307,George Couderc,1850.0,1928.0,FR,80432.0,Q21339307,Couderc,Couderc,George,Couderc
Q21339311,Otto Ludwig Arnold Ohlert,1816.0,1875.0,,8447.0,,Ohlert,Ohlert,Otto,Ohlert
Q21339312,Andreas Gröger,,,,,,,,Andreas,Gröger
Q21339314,Carol Ann Shearer,1941.0,,US,61576.0,,Shearer,Shearer,Carol,Shearer
Q21339317,Joachim Ulrich Adis,1950.0,2007.0,DE,,Q21339317,,"Joachim Adis, Adis J., Adis, J. Adis, J Adis",Joachim,Adis
Q21339319,Ron Garth Ordish,1935.0,2005.0,NZ,,Q21339319,,"Ordish, R. G. Ordish, Ronald Ordish, Ronald Garth Ordish",Ron,Ordish
Q21339324,Clifford David Boomsma,1915.0,2004.0,,72560.0,,Boomsma,Boomsma,Clifford,Boomsma
Q21339329,Marie-Claude Larivière,1964.0,,NZ,,0000-0003-3416-1286,,"M.-C. Larivière, Larivière, M-C Larivière, Marie Claude Lariviere",Marie-Claude,Larivière
Q21339332,Thomas S. Patrick,,,US,,,T.S.Patrick,T.S.Patrick,Thomas,Patrick
Q21339335,John Maconochie,1941.0,1984.0,AU,70076.0,Q21339335,Maconochie,"Maconochie, John Richard Maconochie, J.R. Maconochie",John,Maconochie
Q21339336,Brenda Mabel May,1917.0,1998.0,"GB, NZ",,Q21339336,,"Brenda Mabel Dansie, B.M. May, BM May, Brenda May, Brenda M May, Brenda M. May",Brenda,May
Q21339345,Asaipillai Sivanesan,1931.0,,,64286.0,,Sivan.,Sivan.,Asaipillai,Sivanesan
Q21339353,Lars-Erik Muhr,,,SE,74783.0,,Muhr,Muhr,Lars-Erik,Muhr
Q21339355,Ove Almborn,1914.0,1992.0,SE,2961.0,Q21339355,Almb.,Almb.,Ove,Almborn
Q21339358,J. Leland Crane,1935.0,,,92948.0,,J.L.Crane,"J.Leland Crane, J.L.Crane, Joseph Leland Crane",J.,Crane
Q21339359,Zdeněk Palice,1972.0,,,,,Palice,Palice,Zdeněk,Palice
Q21339363,Lee Bonar,1891.0,1977.0,US,1480.0,Q21339363,Bonar,Bonar,Lee,Bonar
Q21339365,Eugen Eitner,1839.0,1921.0,,74802.0,,Eitner,Eitner,Eugen,Eitner
Q21339366,Damien Ertz,1977.0,,,10645.0,,Ertz,Ertz,Damien,Ertz
Q21339369,James D. Jacobi,,,US,,,,,James,Jacobi
Q21339371,Andrés Acosta-Galvis,,,,,0000-0003-1057-1029,,"A.R.A. Acosta-Galvis, A.R. Acosta-Galvis, Andrés R. Acosta Galvis, Andrés Rymel Acosta Galvis, Andrés R Acosta-Galvis",Andrés,Acosta-Galvis
Q21339372,Kseniya Aleksandrovna Rassadina,1903.0,1987.0,,77166.0,,Rass.,"Ksenia Aleksandrovna Rassadina, Rass.",Kseniya,Rassadina
Q21339373,Heinz Felten,1922.0,2000.0,DE,,Q21339373,,Felten,Heinz,Felten
Q21339382,Svetlana Ivanovna Tchabanenko,,,RU,22821.0,,Tchaban.,Tchaban.,Svetlana,Tchabanenko
Q21339387,Sofie Isbrand,,,,,,Isbrand,Isbrand,Sofie,Isbrand
Q21339388,Rex Bertram Filson,1930.0,,AU,76762.0,,Filson,"Filson, Rex B. Filson, Rex Filson, R.B. Filson",Rex,Filson
Q21339390,F.A. Desberger,,,,,,Desberger,Desberger,F.A.,Desberger
Q21339391,Johannes Hillmann,1881.0,1943.0,,76261.0,Q21339391,Hillmann,"Hillmann, Hillm.",Johannes,Hillmann
Q21339395,Li-Song Wang,1976.0,,CN,,,Li Song Wang,Li Song Wang,Li-Song,Wang
Q21339402,Walter Obermayer,1960.0,,AT,111960.0,,Obermayer,Obermayer,Walter,Obermayer
Q21339405,Karl E. Ohlsson,1940.0,,GB,33051.0,,Ohlsson,"Ohlsson, Karl Ohlsson, K. E. Ohlsson, K. Ohlsson",Karl,Ohlsson
Q21339408,Elisabeth K. Stuckenberg,1883.0,,,13751.0,Q21339408,Stuckenb.,Stuckenb.,Elisabeth,Stuckenberg
Q21339415,Othmar Breuss,1955.0,,AT,45093.0,,Breuss,"Breuss, O. Breuss",Othmar,Breuss
Q21339418,Leif Tibell,1944.0,,,27336.0,,Tibell,Tibell,Leif,Tibell
Q21339422,Louise Lindblom,1968.0,,SE,90421.0,,L.Lindblom,"Louise Maria Lindblom, L.Lindblom",Louise,Lindblom
Q21339431,Fernando de Zayas,1912.0,1983.0,CU,,Q21339431,,"Zayas, de Zayas, F. de Zayas, Fernando Antonio de Zayas",Fernando,Zayas
Q21339433,Martyn James Dibben,1943.0,,GB,93231.0,,Dibben,Dibben,Martyn,Dibben
Q21339436,Gottlieb Braun,1821.0,1882.0,,41800.0,,G.Braun,G.Braun,Gottlieb,Braun
Q21339440,Winthrop Sprague Brooks,1886.0,1965.0,US,,Q21339440,,"W. S. Brooks, Winthrop S. Brooks",Winthrop,Brooks
Q21339442,Andre Larochelle,1940.0,,NZ,,0000-0003-0429-9794,,"Larochelle, A. Larochelle, André Larochelle",Andre,Larochelle
Q21339443,Haavard Østhagen,1945.0,,NO,70683.0,,Østh.,"Håvard Østhagen, Haavard Oesthagen, Østh.",Haavard,Østhagen
Q21339447,Kok van Herk,1956.0,,NL,8542.0,,Herk,"C.M. van Herk, Herk, Cornelis Marinus van Herk",Kok,Herk
Q21339449,Oliver William Purvis,1959.0,,GB,16023.0,,Purvis,Purvis,Oliver,Purvis
Q21339453,Hördur Kristinsson,1937.0,,IS,18987.0,,Kristinsson,"Hörður Kristinsson, Kristinsson",Hördur,Kristinsson
Q21339455,Kela Marton,,,IL,68335.0,,Marton,Marton,Kela,Marton
Q21339457,Jonathan Paul Dey,1943.0,2012.0,,64340.0,,J.P.Dey,J.P.Dey,Jonathan,Dey
Q21339460,Joyce Hedrick,1897.0,1980.0,US,,,J.Hedrick,"J.Hedrick, Mrs Volnay Kurt Jones, Joyce Jones, Joyce Hedrick Jones",Joyce,Hedrick
Q21339462,Ivan Pišút,1935.0,2017.0,"SK, RU",19439.0,Q21339462,Pišút,Pišút,Ivan,Pišút
Q21339466,Mariko Nuno,1932.0,,JP,62012.0,,Nuno,Nuno,Mariko,Nuno
Q21339469,Alan William Archer,1930.0,,AU,41319.0,,A.W.Archer,"Alan W. Archer, A.W.Archer",Alan,Archer
Q21339471,Samantha M. Standley,,,US,90581.0,,S.M.Standl.,S.M.Standl.,Samantha,Standley
Q21339472,Laura Guzmán-Dávalos,1961.0,,MX,50051.0,,Guzm.-Dáv.,"Guzm.-Dáv., Laura Guzman-Davalos, Laura Guzman Davalos",Laura,Guzmán-Dávalos
Q21339476,Carl Friedrich Ferdinand Genth,1810.0,1837.0,DE,44712.0,,Genth,Genth,Carl,Genth
Q21339482,Consuelo Hernández-Padrón,1953.0,,ES,48967.0,,Hern.Padrón,"C.E. Hernández Padrón, Hern.Padrón, C. Hernández-Padrón, Hern.-Padr.",Consuelo,Hernández-Padrón
Q21339487,Eugène Louis Honoré Monguillon,1865.0,1940.0,FR,25035.0,Q21339487,Mong.,Mong.,Eugène,Monguillon
Q21339489,Håkon Holien,,,NO,50305.0,,Holien,Holien,Håkon,Holien
Q21339490,Pater Chrysanthus,1905.0,1972.0,NL,,Q21339490,,"Father Chrysanthus, Wilhelmus Ebgertus Antonius Janssen",Pater,Chrysanthus
Q21339493,Engelbert Ruoss,1956.0,,,35307.0,,Ruoss,Ruoss,Engelbert,Ruoss
Q21339494,Hugo Zukal,1845.0,1900.0,,40591.0,Q21339494,Zukal,Zukal,Hugo,Zukal
Q21339496,Aaron John Sharp,1904.0,1997.0,US,5748.0,Q21339496,Sharp,"Jack Sharp, Sharp, A.J. Sharp, J. Sharp, Aaron J. Sharp",Aaron,Sharp
Q21339499,Ivan Alexandrovich Vereitinov,1878.0,1922.0,,82377.0,,Vereit.,"I.A. Vereitinov, Vereit.",Ivan,Vereitinov
Q21339502,Rainer Alarik Hakulinen,1918.0,1991.0,FI,74605.0,Q105499771,Hakul.,"Rainar Hakulinen, Hakul., Rainar Alarik Hakulinen",Rainer,Hakulinen
Q21339505,Alfred C. Hilitzer,1899.0,1940.0,,1879.0,Q21339505,Hilitzer,Hilitzer,Alfred,Hilitzer
Q21339509,Ming-Jou Lai,1949.0,2007.0,TW,37212.0,,M.J.Lai,"Ming-zhou Lai, M.J.Lai, Ming Jou Lai",Ming-Jou,Lai
Q21339510,William W. Safranek,,,,,,Safranek,Safranek,William,Safranek
Q21339512,Lian-Wang Xu,,,CN,,,L.W.Xu,"L.W.Xu, Lian-Wang Hsü, L.W.Hsu",Lian-Wang,Xu
Q21339516,Zeng-Mei Sun,,,CN,,,Z.M.Sun,"Z.M.Sun, Zeng Mei Sun",Zeng-Mei,Sun
Q21339519,Guang Yu Luo,1938.0,,,,,G.Y.Luo,G.Y.Luo,Guang,Luo
Q21339522,Géraud Parrique,1851.0,1907.0,FR,39805.0,Q21339522,Parrique,Parrique,Géraud,Parrique
Q21339536,Jan Bystrek,1934.0,2020.0,PL,40785.0,Q21339536,Bystrek,Bystrek,Jan,Bystrek
Q21339539,Jerzy Fabiszewski,1936.0,,PL,,,Fabisz.,Fabisz.,Jerzy,Fabiszewski
Q21339543,Gerhard Walter Rambold,1956.0,,DE,61087.0,,Rambold,"Gerhard Rambold, Rambold",Gerhard,Rambold
Q21339548,Ralph S. Common,,,,66833.0,,Common,Common,Ralph,Common
Q21339549,Ray E. Umber,,1979.0,,48694.0,,Umber,Umber,Ray,Umber
Q21339552,"Reginald Heber Howe, Jr.",1875.0,1932.0,US,2498.0,Q21339552,R.Howe,"Reginald Heber Howe, R.Howe, R. Heber Howe, R. H. Howe",Reginald,Jr.
Q21339555,Henry Willey,1824.0,1907.0,US,15830.0,Q21339555,Willey,Willey,Henry,Willey
Q21339556,Claudia Hartmann,,,DE,,,C.Hartmann,C.Hartmann,Claudia,Hartmann
Q21339558,Dale W. McNeal,1939.0,,,92612.0,,McNeal,McNeal,Dale,McNeal
Q21339562,Vicente Marcano,,,VE,,,V.Marcano,V.Marcano,Vicente,Marcano
Q21339565,Roelof van der Wijk,1895.0,1981.0,NL,33362.0,,Wijk,"R. van der Wijk, Roelof J. van der Wijk",Roelof,Wijk
Q21339569,Henrik Skult,,,FI,83389.0,,Skult,"Skult, H. Skult",Henrik,Skult
Q21339570,Si Lin Yang,,,,,,S.L.Yang,"Si Ling Yang, S.L.Yang",Si,Yang
Q21339572,Tassilo Feuerer,1949.0,,DE,6579.0,,Feuerer,Feuerer,Tassilo,Feuerer
Q21339575,Joseph Nádvornik,1906.0,1977.0,,28551.0,Q21521950,Nádv.,"Josef Nádvorník, Nádv.",Joseph,Nádvornik
Q21339579,Christopher Charles Done,1946.0,,,74573.0,,Done,Done,Christopher,Done
Q21339581,Claude Pierre-Baltus,1946.0,2013.0,BE,,Q21339581,,,Claude,Pierre-Baltus
Q21339582,Jyrki E. Muona,1949.0,,FI,,,,Jyrki Muona,Jyrki,Muona
Q21339584,Gweneth Nell Stevens,1934.0,,,63796.0,,G.N.Stevens,"G.N.Stevens, G. N. Stevens, Gweneth N. Stevens, G. Nell Stevens",Gweneth,Stevens
Q21339588,Guido Benno Feige,1937.0,2007.0,DE,4169.0,Q21339588,Feige,Feige,Guido,Feige
Q21339591,Camille Flagey,1837.0,1898.0,,1956.0,Q21339591,Flagey,Flagey,Camille,Flagey
Q21339595,Miguel Ángel Alonso-Zarazaga,,,ES,49152.0,,,"Miguel A. Alonso-Zarazaga, Miguel Angel Alonso-Zarazaga, Alonso-Zarazaga, M.A., M. A. Alonso-Zarazaga, Miguel Alonso-Zarazaga",Miguel,Alonso-Zarazaga
Q21339601,Rikard Sundin,,,,115464.0,,Sundin,Sundin,Rikard,Sundin
Q21339605,Simone Henrica J.J. Louwhoff,1970.0,,AU,43443.0,,Louwhoff,"Simone H.J.J. Louwhoff, Louwhoff, S.H.J.J. Louwhoff",Simone,Louwhoff
Q21339606,Charles Donald MacNeill,1924.0,2005.0,US,,Q21339606,,"C. D. MacNeill, Don MacNeill, C. Don MacNeill",Charles,MacNeill
Q21339608,Heinai Shibuichi,1936.0,2009.0,JP,64216.0,Q21339608,Shibuichi,Shibuichi,Heinai,Shibuichi
Q21339617,Maria S. Vorontsova,1979.0,,RU,90803.0,0000-0003-0899-1120,Voronts.,"Maria Sergeevna Vorontsova, Marija Woronzowa, Voronts., Bat Vorontsova, Maria Vorontsova, M. S. Vorontsova",Maria,Vorontsova
Q21339619,Robert E. Elbel,1925.0,2005.0,,,Q21339619,,"R. Elbel, R.E. Elbel, Robert Edwin Elbel",Robert,Elbel
Q21339621,Julius Röll,1846.0,1928.0,,44326.0,,Röll,Röll,Julius,Röll
Q21339625,Kirsten Jane Cowley,1961.0,,,,,K.J.Cowley,"K.J.Cowley, K.J. Cowley",Kirsten,Cowley
Q21339628,Allan James Fife,1951.0,,,64663.0,0000-0003-0722-9812,Fife,"Fife, Allan J Fife, Allan J. Fife, A. J. Fife, A.J. Fife, AJ Fife, Allan Fife",Allan,Fife
Q21339632,Isabelle Irene Tavares,1921.0,2011.0,US,1483.0,Q21339632,I.I.Tav.,"I.I.Tav., Isabelle Tavares, Isabelle I. Tavares, I. Tavarres, I. I. Tavarres",Isabelle,Tavares
Q21339638,Garima Awasthi,,,IN,82181.0,,G.Awasthi,G.Awasthi,Garima,Awasthi
Q21339642,Kristina Articus-Lepage,,,,,,Articus,"Kristina Articus, Articus",Kristina,Articus-Lepage
Q21339645,Yoshihito Ohmura,,,JP,96021.0,0000-0003-2557-2761,Y.Ohmura,Y.Ohmura,Yoshihito,Ohmura
Q21339649,Thomas Douglas Victor Swinscow,1917.0,1992.0,GB,13059.0,Q21339649,Swinscow,"T. D. V. Swinscow, T.D.V. Swinscow, Dougal Swinscow",Thomas,Swinscow
Q21339669,Randolph S. Currah,1954.0,,,71512.0,,Currah,Currah,Randolph,Currah
Q21339673,Margarita Baranova,1932.0,,RU,61548.0,,Baranova,"M.V. Baranova, Baranova",Margarita,Baranova
Q21339676,Georg Zizka,1955.0,,DE,19331.0,,Zizka,Zizka,Georg,Zizka
Q21339679,Heinar Streimann,1938.0,2001.0,,2053.0,Q21339679,Streimann,Streimann,Heinar,Streimann
Q21339681,Morgan Hebard,1887.0,1946.0,US,,Q21339681,,Hebard,Morgan,Hebard
Q21339682,Johann Gottlieb Franz-Xaver Lahm,1811.0,1888.0,,39898.0,Q21339682,J.Lahm,J.Lahm,Johann,Lahm
Q21339683,Jean-Pierre Sclavo,,,,60823.0,,Sclavo,"J.P. Sclavo, Sclavo",Jean-Pierre,Sclavo
Q21339685,Reinhold Friedrich Hensel,1826.0,1881.0,DE,,Q21339685,,"Hensel, Reinhold Hensel, R. Hensel, R. F. Hensel",Reinhold,Hensel
Q21339686,Wray Merrill Bowden,1914.0,,,6682.0,,Bowden,Bowden,Wray,Bowden
Q21339689,Elmon McLean Fisher,1861.0,1938.0,,80549.0,,Fisher,Fisher,Elmon,Fisher
Q21339692,Kjeld Ivar Flatberg,1943.0,,,82369.0,,Flatberg,Flatberg,Kjeld,Flatberg
Q21339696,Karl Evert Flinck,1915.0,,,62309.0,,Flinck,Flinck,Karl,Flinck
Q21339698,Lars Huggert,1942.0,2003.0,SE,60147.0,,Huggert,"Huggert, L. Huggert, Hugg.",Lars,Huggert
Q21339699,Paulina A. Bawingan,,,PH,,,Bawingan,"Bawingan, Paulina Adanglao Bawingan",Paulina,Bawingan
Q21339700,Kathleen B. Pigg,,,US,29831.0,,,"Kathleen Belle Pigg, K. B. Pigg, Kathleen Pigg",Kathleen,Pigg
Q21339702,Ana Crespo,1948.0,,ES,17839.0,,A.Crespo,"A.Crespo, Ana Crespo de las Casas, Ana María Crespo de las Casas, Ana M Crespo de Las Casas, Ana Crespo de Las Casas, Ana M Crespo, Crespo A, A Crespo",Ana,Crespo
Q21339704,Tadeusz Madej,,,,80658.0,,Madej,Madej,Tadeusz,Madej
Q21339706,Pradeep Kumar Divakar,1973.0,,IN,37415.0,,Divakar,"Divakar, Pradeep K. Divakar, Pradeep Divakar, P.K. Divakar, PK Divakar, P K Divakar, Divakar PK, PRADEEP KUMAR DIVAKAR",Pradeep,Divakar
Q21339709,Georges Charles Clément Gilbert,1908.0,1983.0,,18556.0,,G.C.C.Gilbert,G.C.C.Gilbert,Georges,Gilbert
Q21339716,František Hindák,1937.0,2019.0,,105233.0,,Hindák,Hindák,František,Hindák
Q21339718,Estevan Manrique,,,,,,Manrique,Manrique,Estevan,Manrique
Q21339719,Mónica Teresa Adler,,,AR,79389.0,,Adler,"Mónica T. Adler, Adler",Mónica,Adler
Q21339726,R.J.M.T. van Aubel,1960.0,,,87667.0,,Aubel,"Robert Jozef Maria Titus van Aubel, Aubel",R.J.M.T.,Aubel
Q21339727,Gerfried Deschka,1932.0,2018.0,AT,,Q21339727,,"Deschka, G. Deschka",Gerfried,Deschka
Q21339729,Laily Bin Din,,,,77801.0,,Din,Din,Laily,Din
Q21339731,Vicente Mazimpaka,1948.0,,,66015.0,,Mazimpaka,Mazimpaka,Vicente,Mazimpaka
Q21339732,Ghazally Ismail,,,,,,G.Ismail,G.Ismail,Ghazally,Ismail
Q21339736,Kwang Hee Moon,1957.0,,KR,33813.0,,K.H.Moon,K.H.Moon,Kwang,Moon
Q21339738,Sionara Eliasaro,,,BR,,,Eliasaro,Eliasaro,Sionara,Eliasaro
Q21339741,Lidia Itati Ferraro,1951.0,,,93157.0,,L.I.Ferraro,L.I.Ferraro,Lidia,Ferraro
Q21339744,Nick Grishin,,,,,0000-0003-4108-1153,,"Nick Vyacheslavovich Grishin, N. V. Grishin, Grishin, Nick V. Grishin",Nick,Grishin
Q21339747,Harry Kendon Clench,1925.0,1979.0,US,,Q21339747,,"Harry K. Clench, Clench, H. K. Clench",Harry,Clench
Q21339748,James William Kimbrough,1934.0,2017.0,,67243.0,,Kimbr.,Kimbr.,James,Kimbrough
Q21339760,Thomas C. Emmel,1941.0,2018.0,,,Q21339760,,,Thomas,Emmel
Q21339761,Kamezo Saito,1947.0,,JP,,,K.Saito,K.Saito,Kamezo,Saito
Q21339764,Gary Joseph Samuels,1944.0,,US,61583.0,,Samuels,"Samuels, Gary J. Samuels, G.J. Samuels, G. J. Samuels",Gary,Samuels
Q21339766,Michel O. Laivao,,,,,,Laivao,Laivao,Michel,Laivao
Q21339768,Georges Schotter,1922.0,1963.0,,69430.0,,Schotter,Schotter,Georges,Schotter
Q21339769,Ricarda Riina,,,,13709.0,,Riina,Riina,Ricarda,Riina
Q21339771,Geo Coppens d'Eeckenbrugge,,,,42637.0,,Coppens,Coppens,Geo,d'Eeckenbrugge
Q21339772,Maria Beatriz Rossi Caruzo,,,BR,90162.0,,Caruzo,Caruzo,Maria,Caruzo
Q21339781,Michael Schwerdtfeger,,,,60914.0,,Schwerdtf.,Schwerdtf.,Michael,Schwerdtfeger
Q21339784,Mariia Makarevych,1906.0,1989.0,,66546.0,,Makar.,"Mariia Florianivna Makarevych, Maria Florianivna Makarevych, Makar., Maria F. Makarevych",Mariia,Makarevych
Q21339785,Hilaire Annonay,,,FR,32872.0,,Annonay,Annonay,Hilaire,Annonay
Q21339788,Jonas Erik Lawesson,1959.0,2003.0,,67900.0,,Lawesson,Lawesson,Jonas,Lawesson
Q21339791,Jürgen Skrabal,,,,24111.0,,Skrabal,Skrabal,Jürgen,Skrabal
Q21339795,Stefan Vogel,1925.0,2015.0,,62815.0,,S.Vogel,S.Vogel,Stefan,Vogel
Q21339798,Kai Yun Guan,,,,,,K.Y.Guan,K.Y.Guan,Kai,Guan
Q21339799,Jürgen Lautner,1945.0,2009.0,,25897.0,,Lautner,Lautner,Jürgen,Lautner
Q21339802,Hong-Keun Choi,1952.0,,KR,92917.0,,H.K.Choi,H.K.Choi,Hong-Keun,Choi
Q21339803,Stephen Szlatenyi Tillett,1930.0,2021.0,,34367.0,,Tillett,"S. S. Tillett, Stephen S. Tillett, Tillett",Stephen,Tillett
Q21339805,Jongduk Jung,,,KR,,,J.Jung,J.Jung,Jongduk,Jung
Q21339806,Yolande Dalpé,1948.0,,CA,60601.0,,Dalpé,Dalpé,Yolande,Dalpé
Q21339808,Heidi Kümmerling,,,DE,66439.0,,Kümmerl.,Kümmerl.,Heidi,Kümmerling
Q21339809,Cheryl A. Lawson,,,,41772.0,,C.A.Lawson,C.A.Lawson,Cheryl,Lawson
Q21339810,Robert André Léopold Potier de la Varde,1878.0,1961.0,FR,62832.0,,P.de la Varde,P.de la Varde,Robert,Varde
Q21339813,Franck Rakotonasolo,1954.0,,,26248.0,,Rakotonas.,Rakotonas.,Franck,Rakotonasolo
Q21339814,Katileena Lohtander-Buckbee,,,FI,,,Loht.,"Katileena Lohtander, Loht.",Katileena,Lohtander-Buckbee
Q21339815,Usha Baijal,,,,77872.0,,Baijal,Baijal,Usha,Baijal
Q21339817,Lowell Fitz Randolph,1894.0,1980.0,,25459.0,,Randolph,"Dr. L. Fitz Randolph, L. F. Randolph, Randolph",Lowell,Randolph
Q21339818,Martin Kukwa,,,PL,93228.0,,Kukwa,Kukwa,Martin,Kukwa
Q21339819,James Everard Benedict,1854.0,1940.0,US,,Q21339819,,"James Everard Benedict Sr., James E. Benedict, James Everhard Benedict",James,Benedict
Q21339820,Eduard Theodor Witte,1865.0,1936.0,,61117.0,,E.Witte,E.Witte,Eduard,Witte
Q21339822,Gerald Leonard Benny,1942.0,,,30368.0,,Benny,Benny,Gerald,Benny
